Source_ID,Source_Name,Source_Type,GEOID,FIPS_Code,Long,Lat,zoneID,County,City,Region
gs_881,SUPERAMERICA,Gas station,270530260212.0,53.0,-93.4857308601,44.8622765597,27053,HENNEPIN,Eden Prairie,Metro (7 County)
gs_882,KWIK Trip,Gas station,270190907013.0,19.0,-93.5772949524,44.8625228868,27019,CARVER,Chanhassen,Metro (7 County)
gs_883,Express Food Mart Sinclair,Gas station,270530248022.0,53.0,-93.2679,44.8628,27053,HENNEPIN,Richfield,Metro (7 County)
gs_884,KATH Gas Plus,Gas station,270530248022.0,53.0,-93.258,44.8631810345,27053,HENNEPIN,Richfield,Metro (7 County)
gs_885,BP,Gas station,270190907013.0,19.0,-93.5906,44.8634,27019,CARVER,Chanhassen,Metro (7 County)
gs_886,SUPERAMERICA,Gas station,270530246002.0,53.0,-93.2785,44.8635163265,27053,HENNEPIN,Richfield,Metro (7 County)
gs_887,Lang's One Stop Market,Gas station,270530239033.0,53.0,-93.35379375,44.8641,27053,HENNEPIN,Edina,Metro (7 County)
gs_888,Highway 5 BP,Gas station,270530260073.0,53.0,-93.4589559715,44.8651514929,27053,HENNEPIN,Eden Prairie,Metro (7 County)
gs_889,Eagle Mobil,Gas station,270190906011.0,19.0,-93.5239,44.8651741005,27019,CARVER,Chanhassen,Metro (7 County)
gs_890,Marathon,Gas station,270370605062.0,37.0,-93.0425,44.8654,27037,DAKOTA,Inver Grove Heights,Metro (7 County)
gs_891,SUPERAMERICA,Gas station,270370605061.0,37.0,-93.0572687115,44.8660648988,27037,DAKOTA,Inver Grove Heights,Metro (7 County)
gs_892,Richfield BP,Gas station,270530246003.0,53.0,-93.2886,44.8664918367,27053,HENNEPIN,Richfield,Metro (7 County)
gs_893,SUPERAMERICA,Gas station,270530246003.0,53.0,-93.2884,44.867318,27053,HENNEPIN,Richfield,Metro (7 County)
gs_894,Holiday Station Stores,Gas station,270530260073.0,53.0,-93.4385975849,44.86756124,27053,HENNEPIN,Eden Prairie,Metro (7 County)
gs_895,Valley View Bp,Gas station,270530260062.0,53.0,-93.4571,44.8681,27053,HENNEPIN,Eden Prairie,Metro (7 County)
gs_896,Holiday Stationstores,Gas station,270530260051.0,53.0,-93.4853699632,44.8683739867,27053,HENNEPIN,Eden Prairie,Metro (7 County)
