SCC Code,Data Category Code,Short Desc,Level 1 Desc,Level 2 Desc,Level 3 Desc,Level 4 Desc,EI Sector
30501507,POINT,Gypsum Manuf /Screening: Gypsum Ore,Industrial Processes,Mineral Products,Gypsum Manufacture,Screening: Gypsum Ore,Industrial Processes - NEC
30501508,POINT,Gypsum Manuf /Stockpile: Gypsum Ore,Industrial Processes,Mineral Products,Gypsum Manufacture,Stockpile: Gypsum Ore,Industrial Processes - Storage and Transfer
30501509,POINT,Gypsum Manuf /Storage Bins: Gypsum Ore,Industrial Processes,Mineral Products,Gypsum Manufacture,Storage Bins: Gypsum Ore,Industrial Processes - Storage and Transfer
30501510,POINT,Gypsum Manuf /Storage Bins: Landplaster,Industrial Processes,Mineral Products,Gypsum Manufacture,Storage Bins: Landplaster,Industrial Processes - Storage and Transfer
30501511,POINT,Gypsum Manuf /Continuous Kettle: Calciner,Industrial Processes,Mineral Products,Gypsum Manufacture,Continuous Kettle: Calciner,Industrial Processes - NEC
30501512,POINT,Gypsum Manuf /Flash Calciner,Industrial Processes,Mineral Products,Gypsum Manufacture,Flash Calciner,Industrial Processes - NEC
30501513,POINT,Gypsum Manuf /Impact Mill,Industrial Processes,Mineral Products,Gypsum Manufacture,Impact Mill,Industrial Processes - NEC
30501514,POINT,Gypsum Manuf /Storage Bins: Stucco,Industrial Processes,Mineral Products,Gypsum Manufacture,Storage Bins: Stucco,Industrial Processes - Storage and Transfer
30501515,POINT,Gypsum Manuf /Tube/Ball Mills,Industrial Processes,Mineral Products,Gypsum Manufacture,Tube/Ball Mills,Industrial Processes - NEC
30501516,POINT,Gypsum Manuf /Mixers,Industrial Processes,Mineral Products,Gypsum Manufacture,Mixers,Industrial Processes - NEC
30501517,POINT,Gypsum Manuf /Bagging,Industrial Processes,Mineral Products,Gypsum Manufacture,Bagging,Industrial Processes - NEC
30501518,POINT,Gypsum Manuf /Mixers/Conveyors,Industrial Processes,Mineral Products,Gypsum Manufacture,Mixers/Conveyors,Industrial Processes - Storage and Transfer
30501519,POINT,Gypsum Manuf /Forming Line,Industrial Processes,Mineral Products,Gypsum Manufacture,Forming Line,Industrial Processes - NEC
30501520,POINT,Gypsum Manuf /Drying Kiln,Industrial Processes,Mineral Products,Gypsum Manufacture,Drying Kiln,Industrial Processes - NEC
30504171,POINT,Clay processing: Kaolin /Product storage,Industrial Processes,Mineral Products,Clay processing: Kaolin,Product storage,Industrial Processes - Storage and Transfer
30504172,POINT,Clay processing: Kaolin /Product packaging,Industrial Processes,Mineral Products,Clay processing: Kaolin,Product packaging,Industrial Processes - NEC
30504201,POINT,Clay processing: Ball clay /Mining,Industrial Processes,Mineral Products,Clay processing: Ball clay,Mining,Industrial Processes - Mining
30504202,POINT,Clay processing: Ball clay /Raw material storage,Industrial Processes,Mineral Products,Clay processing: Ball clay,Raw material storage,Industrial Processes - Storage and Transfer
30504203,POINT,Clay processing: Ball clay /Raw material transfer,Industrial Processes,Mineral Products,Clay processing: Ball clay,Raw material transfer,Industrial Processes - Storage and Transfer
30504215,POINT,"Clay processing: Ball clay /Raw material crushing, NEC",Industrial Processes,Mineral Products,Clay processing: Ball clay,"Raw material crushing, NEC",Industrial Processes - NEC
30504219,POINT,"Clay processing: Ball clay /Raw material grinding, NEC",Industrial Processes,Mineral Products,Clay processing: Ball clay,"Raw material grinding, NEC",Industrial Processes - NEC
30504230,POINT,"Clay processing: Ball clay /Drying, rotary dryer",Industrial Processes,Mineral Products,Clay processing: Ball clay,"Drying, rotary dryer",Industrial Processes - NEC
30504231,POINT,"Clay processing: Ball clay /Drying, spray dryer",Industrial Processes,Mineral Products,Clay processing: Ball clay,"Drying, spray dryer",Industrial Processes - NEC
30504232,POINT,"Clay processing: Ball clay /Drying, apron dryer",Industrial Processes,Mineral Products,Clay processing: Ball clay,"Drying, apron dryer",Industrial Processes - NEC
30504233,POINT,"Clay processing: Ball clay /Drying, vibrating grate dryer",Industrial Processes,Mineral Products,Clay processing: Ball clay,"Drying, vibrating grate dryer",Industrial Processes - NEC
30504239,POINT,"Clay processing: Ball clay /Drying, dryer NEC",Industrial Processes,Mineral Products,Clay processing: Ball clay,"Drying, dryer NEC",Industrial Processes - NEC
30504250,POINT,Clay processing: Ball clay /Product grinding,Industrial Processes,Mineral Products,Clay processing: Ball clay,Product grinding,Industrial Processes - NEC
30504270,POINT,Clay processing: Ball clay /Product transfer,Industrial Processes,Mineral Products,Clay processing: Ball clay,Product transfer,Industrial Processes - Storage and Transfer
30504271,POINT,Clay processing: Ball clay /Product storage,Industrial Processes,Mineral Products,Clay processing: Ball clay,Product storage,Industrial Processes - Storage and Transfer
30504272,POINT,Clay processing: Ball clay /Product packaging,Industrial Processes,Mineral Products,Clay processing: Ball clay,Product packaging,Industrial Processes - NEC
30504301,POINT,Clay processing: Fire clay /Mining,Industrial Processes,Mineral Products,Clay processing: Fire clay,Mining,Industrial Processes - Mining
30504302,POINT,Clay processing: Fire clay /Raw material storage,Industrial Processes,Mineral Products,Clay processing: Fire clay,Raw material storage,Industrial Processes - Storage and Transfer
30504303,POINT,Clay processing: Fire clay /Raw material transfer,Industrial Processes,Mineral Products,Clay processing: Fire clay,Raw material transfer,Industrial Processes - Storage and Transfer
30504315,POINT,"Clay processing: Fire clay /Raw material crushing, NEC",Industrial Processes,Mineral Products,Clay processing: Fire clay,"Raw material crushing, NEC",Industrial Processes - NEC
30504319,POINT,"Clay processing: Fire clay /Raw material grinding, NEC",Industrial Processes,Mineral Products,Clay processing: Fire clay,"Raw material grinding, NEC",Industrial Processes - NEC
30504329,POINT,"Clay processing: Fire clay /Screening, NEC",Industrial Processes,Mineral Products,Clay processing: Fire clay,"Screening, NEC",Industrial Processes - NEC
30504330,POINT,"Clay processing: Fire clay /Drying, rotary dryer",Industrial Processes,Mineral Products,Clay processing: Fire clay,"Drying, rotary dryer",Industrial Processes - NEC
30504331,POINT,"Clay processing: Fire clay /Drying, spray dryer",Industrial Processes,Mineral Products,Clay processing: Fire clay,"Drying, spray dryer",Industrial Processes - NEC
30504332,POINT,"Clay processing: Fire clay /Drying, apron dryer",Industrial Processes,Mineral Products,Clay processing: Fire clay,"Drying, apron dryer",Industrial Processes - NEC
30504333,POINT,"Clay processing: Fire clay /Drying, vibrating grate dryer",Industrial Processes,Mineral Products,Clay processing: Fire clay,"Drying, vibrating grate dryer",Industrial Processes - NEC
30504339,POINT,"Clay processing: Fire clay /Drying, dryer NEC",Industrial Processes,Mineral Products,Clay processing: Fire clay,"Drying, dryer NEC",Industrial Processes - NEC
30502011,POINT,Stone Quarrying & Processing /Hauling,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Hauling,Industrial Processes - Storage and Transfer
30502012,POINT,Stone Quarrying & Processing /Drying,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Drying,Industrial Processes - NEC
30502013,POINT,Stone Quarrying & Processing /Bar Grizzlies,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Bar Grizzlies,Industrial Processes - NEC
30502014,POINT,Stone Quarrying & Processing /Shaker Screens,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Shaker Screens,Industrial Processes - NEC
30502015,POINT,Stone Quarrying & Processing /Vibrating Screens,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Vibrating Screens,Industrial Processes - NEC
30502016,POINT,Stone Quarrying & Processing /Revolving Screens,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Revolving Screens,Industrial Processes - NEC
30502017,POINT,Stone Quarrying & Processing /Pugmill,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Pugmill,Industrial Processes - NEC
30502018,POINT,Stone Quarrying & Processing /Drilling with Liquid Injection,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Drilling with Liquid Injection,Industrial Processes - Mining
30502020,POINT,Stone Quarrying & Processing /Drilling,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Drilling,Industrial Processes - Mining
30502021,POINT,Stone Quarrying & Processing /Fines Screening,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Fines Screening,Industrial Processes - NEC
30502031,POINT,Stone Quarrying & Processing /Truck Unloading,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Truck Unloading,Industrial Processes - Storage and Transfer
30502032,POINT,Stone Quarrying & Processing /Truck Loading: Conveyor,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Truck Loading: Conveyor,Industrial Processes - Storage and Transfer
30502033,POINT,Stone Quarrying & Processing /Truck Loading: Front End Loader,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Truck Loading: Front End Loader,Industrial Processes - Storage and Transfer
30502090,POINT,Stone Quarrying & Processing /Haul Roads - General,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305020 for diff. units),Haul Roads - General,Industrial Processes - NEC
30502099,POINT,Stone Quarrying & Processing /Not Classified **,Industrial Processes,Mineral Products,Stone Quarrying - Processing (See also 305320),Not Classified **,Industrial Processes - NEC
30502101,POINT,Salt Mining /General,Industrial Processes,Mineral Products,Salt Mining,General,Industrial Processes - NEC
30501090,POINT,"Coal Mining, Cleaning & Material Handling /Haul Roads: General",Industrial Processes,Mineral Products,"Coal Mining, Cleaning, and Material Handling (See 305310)",Haul Roads: General,Industrial Processes - Mining
30501099,POINT,"Coal Mining, Cleaning & Material Handling /Other Not Classified",Industrial Processes,Mineral Products,"Coal Mining, Cleaning, and Material Handling (See 305310)",Other Not Classified,Industrial Processes - Mining
30501101,POINT,Concrete Batching /Total Facility Emissions except road dust & wind-blown dust,Industrial Processes,Mineral Products,Concrete Batching,Total Facility Emissions except road dust & wind-blown dust,Industrial Processes - NEC
30501104,POINT,Concrete Batching /Aggregate Transfer to Elevated Storage,Industrial Processes,Mineral Products,Concrete Batching,Aggregate Transfer to Elevated Storage,Industrial Processes - Storage and Transfer
30501105,POINT,Concrete Batching /Sand Transfer to Elevated Storage,Industrial Processes,Mineral Products,Concrete Batching,Sand Transfer to Elevated Storage,Industrial Processes - Storage and Transfer
30501106,POINT,Concrete Batching /Transfer: Sand/Aggregate to Elevated Bins (See Also -04 & -05),Industrial Processes,Mineral Products,Concrete Batching,Transfer: Sand/Aggregate to Elevated Bins (See Also -04 & -05),Industrial Processes - Storage and Transfer
30501107,POINT,Concrete Batching /Cement Unloading to Elevated Storage Silo,Industrial Processes,Mineral Products,Concrete Batching,Cement Unloading to Elevated Storage Silo,Industrial Processes - Storage and Transfer
30501108,POINT,Concrete Batching /Weight Hopper Loading of Sand and Aggregate,Industrial Processes,Mineral Products,Concrete Batching,Weight Hopper Loading of Sand and Aggregate,Industrial Processes - Storage and Transfer
30501109,POINT,Concrete Batching /Mixer Loading of Cement/Sand/Aggregate,Industrial Processes,Mineral Products,Concrete Batching,Mixer Loading of Cement/Sand/Aggregate,Industrial Processes - Storage and Transfer
30501110,POINT,Concrete Batching /Loading of Transit Mix Truck,Industrial Processes,Mineral Products,Concrete Batching,Loading of Transit Mix Truck,Industrial Processes - Storage and Transfer
30501111,POINT,Concrete Batching /Loading of Dry-batch Truck,Industrial Processes,Mineral Products,Concrete Batching,Loading of Dry-batch Truck,Industrial Processes - Storage and Transfer
30501112,POINT,Concrete Batching /Mixing: Wet,Industrial Processes,Mineral Products,Concrete Batching,Mixing: Wet,Industrial Processes - NEC
30501113,POINT,Concrete Batching /Mixing: Dry,Industrial Processes,Mineral Products,Concrete Batching,Mixing: Dry,Industrial Processes - NEC
30501114,POINT,Concrete Batching /Transferring: Conveyors/Elevators,Industrial Processes,Mineral Products,Concrete Batching,Transferring: Conveyors/Elevators,Industrial Processes - Storage and Transfer
30501115,POINT,Concrete Batching /Storage: Bins/Hoppers,Industrial Processes,Mineral Products,Concrete Batching,Storage: Bins/Hoppers,Industrial Processes - Storage and Transfer
30501117,POINT,Concrete Batching /Cement Supplement Unloading to Elevated Storage Silo,Industrial Processes,Mineral Products,Concrete Batching,Cement Supplement Unloading to Elevated Storage Silo,Industrial Processes - Storage and Transfer
30501120,POINT,Concrete Batching /Asbestos/Cement Products,Industrial Processes,Mineral Products,Concrete Batching,Asbestos/Cement Products,Industrial Processes - NEC
30501121,POINT,Concrete Batching /Aggregate Delivery to Ground Storage,Industrial Processes,Mineral Products,Concrete Batching,Aggregate Delivery to Ground Storage,Industrial Processes - Storage and Transfer
30501122,POINT,Concrete Batching /Sand Delivery to Ground Storage,Industrial Processes,Mineral Products,Concrete Batching,Sand Delivery to Ground Storage,Industrial Processes - Storage and Transfer
30501123,POINT,Concrete Batching /Aggregate Transfer to Conveyor,Industrial Processes,Mineral Products,Concrete Batching,Aggregate Transfer to Conveyor,Industrial Processes - Storage and Transfer
30501124,POINT,Concrete Batching /Sand Transfer to Conveyor,Industrial Processes,Mineral Products,Concrete Batching,Sand Transfer to Conveyor,Industrial Processes - Storage and Transfer
30501199,POINT,Concrete Batching /Other Not Classified,Industrial Processes,Mineral Products,Concrete Batching,Other Not Classified,Industrial Processes - NEC
30501201,POINT,Fiberglass Manuf /Regenerative Furnace (Wool-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Regenerative Furnace (Wool-type Fiber),Industrial Processes - NEC
30501202,POINT,Fiberglass Manuf /Recuperative Furnace (Wool-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Recuperative Furnace (Wool-type Fiber),Industrial Processes - NEC
30501203,POINT,Fiberglass Manuf /Electric Furnace (Wool-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Electric Furnace (Wool-type Fiber),Industrial Processes - NEC
30501204,POINT,Fiberglass Manuf /Forming: Rotary Spun (Wool-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Forming: Rotary Spun (Wool-type Fiber),Industrial Processes - NEC
30501205,POINT,Fiberglass Manuf /Curing Oven: Rotary Spun (Wool-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Curing Oven: Rotary Spun (Wool-type Fiber),Industrial Processes - NEC
30501206,POINT,Fiberglass Manuf /Cooling (Wool-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Cooling (Wool-type Fiber),Industrial Processes - NEC
30501207,POINT,Fiberglass Manuf /Unit Melter Furnace (Wool-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Unit Melter Furnace (Wool-type Fiber),Industrial Processes - NEC
30501208,POINT,Fiberglass Manuf /Forming: Flame Attenuation (Wool-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Forming: Flame Attenuation (Wool-type Fiber),Industrial Processes - NEC
30501209,POINT,Fiberglass Manuf /Curing: Flame Attenuation (Wool-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Curing: Flame Attenuation (Wool-type Fiber),Industrial Processes - NEC
30501211,POINT,Fiberglass Manuf /Regenerative Furnace (Textile-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Regenerative Furnace (Textile-type Fiber),Industrial Processes - NEC
30501212,POINT,Fiberglass Manuf /Recuperative Furnace (Textile-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Recuperative Furnace (Textile-type Fiber),Industrial Processes - NEC
30501213,POINT,Fiberglass Manuf /Unit Melter Furnace (Textile-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Unit Melter Furnace (Textile-type Fiber),Industrial Processes - NEC
30501214,POINT,Fiberglass Manuf /Forming Process (Textile-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Forming Process (Textile-type Fiber),Industrial Processes - NEC
30501215,POINT,Fiberglass Manuf /Curing Oven (Textile-type Fiber),Industrial Processes,Mineral Products,Fiberglass Manufacturing,Curing Oven (Textile-type Fiber),Industrial Processes - NEC
30501221,POINT,Fiberglass Manuf /Raw Material: Unloading/Conveying,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Raw Material: Unloading/Conveying,Industrial Processes - Storage and Transfer
30501222,POINT,Fiberglass Manuf /Raw Material: Storage Bins,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Raw Material: Storage Bins,Industrial Processes - Storage and Transfer
30501223,POINT,Fiberglass Manuf /Raw Material: Mixing/Weighing,Industrial Processes,Mineral Products,Fiberglass Manufacturing,Raw Material: Mixing/Weighing,Industrial Processes - NEC
30503206,POINT,Asbestos Milling /Bagging,Industrial Processes,Mineral Products,Asbestos Milling,Bagging,Industrial Processes - NEC
30503299,POINT,Asbestos Milling /Other Not Classified,Industrial Processes,Mineral Products,Asbestos Milling,Other Not Classified,Industrial Processes - NEC
30503301,POINT,Vermiculite /General,Industrial Processes,Mineral Products,Vermiculite,General,Industrial Processes - NEC
30503312,POINT,Vermiculite /Screening of Crude Vermiculite Ore,Industrial Processes,Mineral Products,Vermiculite,Screening of Crude Vermiculite Ore,Industrial Processes - NEC
30503319,POINT,Vermiculite /Blending of Vermiculite Ore,Industrial Processes,Mineral Products,Vermiculite,Blending of Vermiculite Ore,Industrial Processes - NEC
30503321,POINT,"Vermiculite /Vermiculite Concentrate Drying: Rotary Dryer, Gas-fired",Industrial Processes,Mineral Products,Vermiculite,"Vermiculite Concentrate Drying: Rotary Dryer, Gas-fired",Industrial Processes - NEC
30503322,POINT,"Vermiculite /Vermiculite Concentrate Drying: Rotary Dryer, Oil-fired",Industrial Processes,Mineral Products,Vermiculite,"Vermiculite Concentrate Drying: Rotary Dryer, Oil-fired",Industrial Processes - NEC
30503326,POINT,"Vermiculite /Vermiculite Concentrate Drying: Fluidized Bed Dryer, Gas-fired",Industrial Processes,Mineral Products,Vermiculite,"Vermiculite Concentrate Drying: Fluidized Bed Dryer, Gas-fired",Industrial Processes - NEC
30503327,POINT,"Vermiculite /Vermiculite Concentrate Drying: Fluidized Bed Dryer, Oil-fired",Industrial Processes,Mineral Products,Vermiculite,"Vermiculite Concentrate Drying: Fluidized Bed Dryer, Oil-fired",Industrial Processes - NEC
30503331,POINT,Vermiculite /Crushing of Dried Vermiculite Concentrate,Industrial Processes,Mineral Products,Vermiculite,Crushing of Dried Vermiculite Concentrate,Industrial Processes - NEC
30501311,POINT,Frit Manufacture /Rotary Dryer (usually not used with a continuous furnace),Industrial Processes,Mineral Products,Frit Manufacture,Rotary Dryer (usually not used with a continuous furnace),Industrial Processes - NEC
30501521,POINT,Gypsum Manuf /End Sawing (8 Ft.),Industrial Processes,Mineral Products,Gypsum Manufacture,End Sawing (8 Ft.),Industrial Processes - NEC
30501522,POINT,Gypsum Manuf /End Sawing (12 Ft.),Industrial Processes,Mineral Products,Gypsum Manufacture,End Sawing (12 Ft.),Industrial Processes - NEC
30501599,POINT,Gypsum Manuf /See Comment **,Industrial Processes,Mineral Products,Gypsum Manufacture,See Comment **,Industrial Processes - NEC
30501601,POINT,Lime Manuf /Primary Crushing,Industrial Processes,Mineral Products,Lime Manufacture,Primary Crushing,Industrial Processes - NEC
30501602,POINT,Lime Manuf /Secondary Crushing/Screening,Industrial Processes,Mineral Products,Lime Manufacture,Secondary Crushing/Screening,Industrial Processes - NEC
30501603,POINT,Lime Manuf /Calcining: Vertical Kiln,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Vertical Kiln,Industrial Processes - NEC
30501604,POINT,"Lime Manuf /Calcining: Rotary Kiln ** (See SCC Codes 3-05-016-18,-19,-20,-21)",Industrial Processes,Mineral Products,Lime Manufacture,"Calcining: Rotary Kiln ** (See SCC Codes 3-05-016-18,-19,-20,-21)",Industrial Processes - NEC
30501605,POINT,Lime Manuf /Calcining: Gas-fired Calcimatic Kiln,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Gas-fired Calcimatic Kiln,Industrial Processes - NEC
30501606,POINT,Lime Manuf /Fluidized Bed Kiln,Industrial Processes,Mineral Products,Lime Manufacture,Fluidized Bed Kiln,Industrial Processes - NEC
30501607,POINT,Lime Manuf /Raw Material Transfer and Conveying,Industrial Processes,Mineral Products,Lime Manufacture,Raw Material Transfer and Conveying,Industrial Processes - Storage and Transfer
30501608,POINT,Lime Manuf /Raw Material Unloading,Industrial Processes,Mineral Products,Lime Manufacture,Raw Material Unloading,Industrial Processes - Storage and Transfer
30501609,POINT,Lime Manuf /Hydrator: Atmospheric,Industrial Processes,Mineral Products,Lime Manufacture,Hydrator: Atmospheric,Industrial Processes - NEC
30501610,POINT,Lime Manuf /Raw Material Storage Piles,Industrial Processes,Mineral Products,Lime Manufacture,Raw Material Storage Piles,Industrial Processes - Storage and Transfer
30501611,POINT,Lime Manuf /Product Cooler,Industrial Processes,Mineral Products,Lime Manufacture,Product Cooler,Industrial Processes - NEC
30501612,POINT,Lime Manuf /Pressure Hydrator,Industrial Processes,Mineral Products,Lime Manufacture,Pressure Hydrator,Industrial Processes - NEC
30501613,POINT,Lime Manuf /Lime Silos,Industrial Processes,Mineral Products,Lime Manufacture,Lime Silos,Industrial Processes - Storage and Transfer
30501614,POINT,Lime Manuf /Packing/Shipping,Industrial Processes,Mineral Products,Lime Manufacture,Packing/Shipping,Industrial Processes - Storage and Transfer
30501615,POINT,Lime Manuf /Product Transfer and Conveying,Industrial Processes,Mineral Products,Lime Manufacture,Product Transfer and Conveying,Industrial Processes - Storage and Transfer
30501616,POINT,Lime Manuf /Primary Screening,Industrial Processes,Mineral Products,Lime Manufacture,Primary Screening,Industrial Processes - NEC
30501617,POINT,Lime Manuf /Multiple Hearth Calciner,Industrial Processes,Mineral Products,Lime Manufacture,Multiple Hearth Calciner,Industrial Processes - NEC
30501618,POINT,Lime Manuf /Calcining: Coal-fired Rotary Kiln,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Coal-fired Rotary Kiln,Industrial Processes - NEC
30501619,POINT,Lime Manuf /Calcining: Gas-fired Rotary Kiln,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Gas-fired Rotary Kiln,Industrial Processes - NEC
30501620,POINT,Lime Manuf /Calcining: Coal- and Gas-fired Rotary Kiln,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Coal- and Gas-fired Rotary Kiln,Industrial Processes - NEC
30501621,POINT,Lime Manuf /Calcining: Coal- and Coke-fired Rotary Kiln,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Coal- and Coke-fired Rotary Kiln,Industrial Processes - NEC
30501622,POINT,Lime Manuf /Calcining: Coal-fired Rotary Preheater Kiln,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Coal-fired Rotary Preheater Kiln,Industrial Processes - NEC
30501623,POINT,Lime Manuf /Calcining: Gas-fired Parallel Flow Regenerative Kiln,Industrial Processes,Mineral Products,Lime Manufacture,Calcining: Gas-fired Parallel Flow Regenerative Kiln,Industrial Processes - NEC
30501624,POINT,Lime Manuf /Conveyor Transfer - Primary Crushed Material,Industrial Processes,Mineral Products,Lime Manufacture,Conveyor Transfer - Primary Crushed Material,Industrial Processes - Storage and Transfer
30501625,POINT,Lime Manuf /Secondary/Tertiary Screening,Industrial Processes,Mineral Products,Lime Manufacture,Secondary/Tertiary Screening,Industrial Processes - NEC
30501626,POINT,"Lime Manuf /Product Loading, Enclosed Truck",Industrial Processes,Mineral Products,Lime Manufacture,"Product Loading, Enclosed Truck",Industrial Processes - Storage and Transfer
30501627,POINT,"Lime Manuf /Product Loading, Open Truck",Industrial Processes,Mineral Products,Lime Manufacture,"Product Loading, Open Truck",Industrial Processes - Storage and Transfer
30501628,POINT,Lime Manuf /Pulverizing,Industrial Processes,Mineral Products,Lime Manufacture,Pulverizing,Industrial Processes - NEC
30501629,POINT,Lime Manuf /Tertiary Screening After Pulverizing,Industrial Processes,Mineral Products,Lime Manufacture,Tertiary Screening After Pulverizing,Industrial Processes - NEC
30501630,POINT,Lime Manuf /Screening After Calcination,Industrial Processes,Mineral Products,Lime Manufacture,Screening After Calcination,Industrial Processes - NEC
30501631,POINT,Lime Manuf /Crushing and Pulverizing After Calcinating,Industrial Processes,Mineral Products,Lime Manufacture,Crushing and Pulverizing After Calcinating,Industrial Processes - NEC
30501632,POINT,Lime Manuf /Milling,Industrial Processes,Mineral Products,Lime Manufacture,Milling,Industrial Processes - NEC
30501633,POINT,Lime Manuf /Separator After Hydrator,Industrial Processes,Mineral Products,Lime Manufacture,Separator After Hydrator,Industrial Processes - NEC
30501640,POINT,Lime Manuf /Vehicle Traffic,Industrial Processes,Mineral Products,Lime Manufacture,Vehicle Traffic,Industrial Processes - Mining
30501650,POINT,Lime Manuf /Quarrying Raw Limestone,Industrial Processes,Mineral Products,Lime Manufacture,Quarrying Raw Limestone,Industrial Processes - Mining
30501660,POINT,Lime Manuf /Waste Treatment,Industrial Processes,Mineral Products,Lime Manufacture,Waste Treatment,Industrial Processes - NEC
30501699,POINT,Lime Manuf /See Comment **,Industrial Processes,Mineral Products,Lime Manufacture,See Comment **,Industrial Processes - NEC
30501701,POINT,Mineral Wool /Cupola,Industrial Processes,Mineral Products,Mineral Wool,Cupola,Industrial Processes - NEC
30504170,POINT,Clay processing: Kaolin /Product transfer,Industrial Processes,Mineral Products,Clay processing: Kaolin,Product transfer,Industrial Processes - Storage and Transfer
30501315,POINT,Frit Manufacture /Dry Milling of quenched frit with a ball mill,Industrial Processes,Mineral Products,Frit Manufacture,Dry Milling of quenched frit with a ball mill,Industrial Processes - NEC
30501316,POINT,Frit Manufacture /Product Screening,Industrial Processes,Mineral Products,Frit Manufacture,Product Screening,Industrial Processes - NEC
30501399,POINT,Frit Manufacture /Other Not Classified,Industrial Processes,Mineral Products,Frit Manufacture,Other Not Classified,Industrial Processes - NEC
30501401,POINT,Glass Manuf /Furnace/General**,Industrial Processes,Mineral Products,Glass Manufacture,Furnace/General**,Industrial Processes - NEC
30501402,POINT,Glass Manuf /Container Glass: Melting Furnace,Industrial Processes,Mineral Products,Glass Manufacture,Container Glass: Melting Furnace,Industrial Processes - NEC
30501403,POINT,Glass Manuf /Flat Glass: Melting Furnace,Industrial Processes,Mineral Products,Glass Manufacture,Flat Glass: Melting Furnace,Industrial Processes - NEC
30501404,POINT,Glass Manuf /Pressed and Blown Glass: Melting Furnace,Industrial Processes,Mineral Products,Glass Manufacture,Pressed and Blown Glass: Melting Furnace,Industrial Processes - NEC
30501405,POINT,Glass Manuf /Presintering,Industrial Processes,Mineral Products,Glass Manufacture,Presintering,Industrial Processes - NEC
30501406,POINT,Glass Manuf /Container Glass: Forming/Finishing,Industrial Processes,Mineral Products,Glass Manufacture,Container Glass: Forming/Finishing,Industrial Processes - NEC
30501407,POINT,Glass Manuf /Flat Glass: Forming/Finishing,Industrial Processes,Mineral Products,Glass Manufacture,Flat Glass: Forming/Finishing,Industrial Processes - NEC
30501408,POINT,Glass Manuf /Pressed and Blown Glass: Forming/Finishing,Industrial Processes,Mineral Products,Glass Manufacture,Pressed and Blown Glass: Forming/Finishing,Industrial Processes - NEC
30501410,POINT,Glass Manuf /Raw Material Handling (All Types of Glass),Industrial Processes,Mineral Products,Glass Manufacture,Raw Material Handling (All Types of Glass),Industrial Processes - NEC
30501411,POINT,Glass Manuf /General **,Industrial Processes,Mineral Products,Glass Manufacture,General **,Industrial Processes - NEC
30504142,POINT,"Clay processing: Kaolin /Calcining, flash calciner",Industrial Processes,Mineral Products,Clay processing: Kaolin,"Calcining, flash calciner",Industrial Processes - NEC
30504149,POINT,"Clay processing: Kaolin /Calcining, calciner NEC",Industrial Processes,Mineral Products,Clay processing: Kaolin,"Calcining, calciner NEC",Industrial Processes - NEC
30504150,POINT,Clay processing: Kaolin /Product grinding,Industrial Processes,Mineral Products,Clay processing: Kaolin,Product grinding,Industrial Processes - NEC
30504151,POINT,Clay processing: Kaolin /Product screening/classification,Industrial Processes,Mineral Products,Clay processing: Kaolin,Product screening/classification,Industrial Processes - NEC
